TimeStamp,VIXY_close,SPY_close,VIXY_log_ret,SPY_log_ret,relative,VIXY_volatility,SPY_volatility,VIXY_log_ret_mv,SPY_log_ret_mv,relative_mv,z_score,slope,buy_line,sell_line,VIXY_suggest_shares,SPY_suggest_shares,VIXY_shares,SPY_shares,trade,VIXY_value,SPY_value,p_L,rolling_p_L
2017-08-18,44.189999,240.283249,,,,,,,,,,,-2.25,2.25,,,0.0,0.0,0,,,,
2017-08-21,42.439999,240.471344,-0.04040720633,0.000782499064331,-51.6386640852,,,,,,,,-2.25,2.25,,,0.0,0.0,0,,,,
2017-08-22,39.32,242.985947,-0.0763579949041,0.010402679713,-7.34022357803,,,,,,,,-2.25,2.25,,,0.0,0.0,0,,,,
2017-08-23,39.66,242.114731,0.00860982781268,-0.00359190154207,-2.39701108503,,,,,,,,-2.25,2.25,,,0.0,0.0,0,,,,
2017-08-24,40.759998,241.550446,0.0273580361952,-0.00233337144314,-11.7246811585,,,,,,,,-2.25,2.25,,,0.0,0.0,0,,,,
2017-08-25,39.630001,242.114731,-0.0281147268511,0.00233337144314,-12.0489718573,,,,,,,,-2.25,2.25,,,0.0,0.0,0,,,,
2017-08-28,39.279999,242.124649,-0.00887097440774,4.09632112177e-05,-216.559545603,,,,,,,,-2.25,2.25,,,0.0,0.0,0,,,,
2017-08-29,39.75,242.401855,0.0118943830723,0.00114423474446,10.3950549744,,,,,,,,-2.25,2.25,,,0.0,0.0,0,,,,
2017-08-30,39.540001,243.550232,-0.00529699806703,0.00472630602243,-1.12074800952,,,,,,,,-2.25,2.25,,,0.0,0.0,0,,,,
2017-08-31,38.459999,245.015457,-0.0276941288737,0.005998085522,-4.61716138794,,,,,,,,-2.25,2.25,,,0.0,0.0,0,,,,
2017-09-01,38.349998,245.361938,-0.00286423849757,0.00141312002221,-2.02688975639,,,,,,,,-2.25,2.25,,,0.0,0.0,0,,,,
2017-09-05,40.439999,243.599747,0.0530648937623,-0.00720792112543,-7.36202475566,,,,,,,,-2.25,2.25,,,0.0,0.0,0,,,,
2017-09-06,39.5,244.431335,-0.0235186975172,0.00340793377926,-6.901160363,,,,,,,,-2.25,2.25,,,0.0,0.0,0,,,,
2017-09-07,39.299999,244.401642,-0.00507617847715,-0.000121485257475,41.7843167365,,,,,,,,-2.25,2.25,,,0.0,0.0,0,,,,
2017-09-08,40.259998,244.114548,0.0241338771046,-0.00117537162096,-20.5329758472,,,,,,,,-2.25,2.25,,,0.0,0.0,0,,,,
2017-09-11,38.02,246.718246,-0.0572460334743,0.0106094069278,-5.39578073154,,,,,,,,-2.25,2.25,,,0.0,0.0,0,,,,
2017-09-12,37.0,247.549866,-0.0271944244161,0.00336505942648,-8.08140985627,,,,,,,,-2.25,2.25,,,0.0,0.0,0,,,,
2017-09-13,35.709999,247.668655,-0.0354871790412,0.00047974377872,-73.9711083611,,,,,,,,-2.25,2.25,,,0.0,0.0,0,,,,
